Department,Extracurricular_Activities,Internet_Access_at_Home,Midterm_Score,Assignments_Avg,Projects_Score,Quizzes_Avg,Attendance (%),Phone_Screen_Time (hrs/day),Sleep_Hours_per_Night,Study_Hours_per_Week,Overall_Percentage,Grade
EEE,No,Yes,81,80,80,87,93,2.4418602511387317,4.003773661070524,5.9816262912165055,84.2,A
Mechanical,No,Yes,72,76,75,71,70,1.1257050462510567,4.29804184727456,17.759818033717664,72.8,B
EEE,Yes,No,72,76,71,72,71,6.324629394165245,5.922893825875892,28.28912450019796,72.4,B
Mechanical,No,No,83,81,83,80,93,2.5272203071529127,7.741512645228469,16.652907316462226,84.0,A
IT,Yes,No,81,88,81,86,71,6.088138342978401,7.496054685234863,10.517814648610468,81.4,A
EEE,No,No,47,51,33,50,48,4.39761026618436,4.804333953624184,8.110584422680333,45.8,F
Mechanical,No,Yes,76,75,74,73,92,5.75261796996469,6.900384075590603,29.12579057274797,78.0,B
EEE,No,Yes,37,52,41,52,42,3.5633778155534404,6.443894587183525,27.748242474430405,44.8,F
IT,No,No,70,76,74,72,76,5.827469637612342,5.205567183065437,20.64959784794884,73.6,B
Mechanical,Yes,Yes,92,96,93,98,62,2.193668865811041,4.260206371941118,28.72213843133333,88.2,A+
Civil,Yes,Yes,61,60,61,64,93,2.0384350404328075,7.064487005380521,6.708690454742278,67.8,C
EEE,Yes,Yes,68,68,62,67,70,2.3662223052800435,4.6616036180054365,24.429029905139874,67.0,C
Mechanical,No,Yes,88,83,88,83,77,6.165656631783145,5.4418980205662155,21.781770630728314,83.8,A
Civil,No,Yes,91,91,96,99,63,2.6741114444757015,6.122949421147343,21.273933377951817,88.0,A+
EEE,No,No,92,90,93,91,99,4.640476148244676,6.186841117373119,9.621361388138176,93.0,A+
IT,No,No,94,92,90,93,99,6.600496780894116,4.816142538515596,18.877123732557155,93.6,A+
Civil,Yes,No,62,64,68,60,95,3.8480487527750986,5.04790225711407,29.486269077820594,69.8,C
Civil,No,No,80,88,86,83,65,1.3768136743592136,4.75950131638368,5.973946158711605,80.4,A
Mechanical,No,No,92,90,92,95,83,7.873784333123017,4.839367979425638,25.62826669165288,90.4,A+
IT,No,Yes,93,94,99,99,80,4.25271669057728,6.5990947305710534,6.201473104925843,93.0,A+
Civil,Yes,No,87,85,81,80,96,4.710437185362127,5.871921849912173,15.267731134791655,85.8,A
Civil,No,No,94,94,91,95,61,3.8823587910915593,6.603893868603817,18.635796735172637,87.0,A+
EEE,No,Yes,71,76,77,78,90,5.023873265019124,5.609099069725734,14.366230475370719,78.4,B
Mechanical,No,Yes,73,77,73,76,96,5.116603720982884,6.282758646307392,17.106654952743135,79.0,B
EEE,Yes,No,67,64,62,64,86,4.9434455366107475,7.051333701210137,14.176873768625866,68.6,C
EEE,No,Yes,40,50,39,33,38,2.7041194382012135,7.96290022099042,23.919495174463435,40.0,F
Civil,Yes,No,78,73,72,70,85,2.6393934185166312,5.078537596876817,21.369267840052206,75.6,B
Mechanical,Yes,Yes,61,68,62,65,63,3.620353075877177,5.088336630311911,7.207818030464445,63.8,C
IT,No,No,50,34,52,58,66,6.367067040679407,6.682840913336302,6.2396242631000565,52.0,F
Civil,No,Yes,45,34,39,57,44,6.382774901723616,4.565259893611027,27.11892275656144,43.8,F
EEE,No,No,82,88,80,84,61,4.269125065652192,6.742606997060797,10.656933353595175,79.0,A
Civil,No,No,66,60,65,65,71,5.321037532368324,5.620630688067763,12.609194585738773,65.4,C
Mechanical,No,Yes,97,95,95,90,95,3.5745019142930703,4.232367808321399,7.78780530803191,94.4,A+
Mechanical,Yes,No,84,81,85,86,72,6.724754514963334,7.915789423418648,17.546738275612594,81.6,A
Civil,Yes,No,67,62,61,66,79,2.0197776913055785,6.905886173983326,10.18648003699696,67.0,C
Mechanical,No,No,81,80,83,83,72,4.208265162113028,5.404877549395124,7.3444131564254125,79.8,A
Mechanical,No,Yes,80,83,84,86,88,2.035708338765841,7.938617910363359,10.227434114740356,84.2,A
IT,Yes,Yes,52,57,47,38,46,5.5602143000124915,5.955503043013978,18.422700197855868,48.0,F
Civil,No,No,87,82,82,81,64,7.268890186117195,7.86648888358443,16.0859775709011,79.2,A
EEE,Yes,Yes,70,75,76,70,85,7.940021840906616,6.85287602030842,9.100768286484735,75.2,B
Mechanical,No,Yes,73,70,73,74,84,4.898475716731445,4.432906587062194,28.332759508708467,74.8,B
EEE,No,No,92,97,94,99,63,5.735275560584536,7.219955998723079,11.745518003205358,89.0,A+
Civil,No,No,73,71,78,73,73,6.441115037007428,7.828428384000206,22.41988784910853,73.6,B
Civil,No,Yes,61,67,66,60,93,1.822234509574688,6.75825764420786,15.221091543126706,69.4,C
Civil,Yes,No,60,67,62,66,62,5.5301169278887015,7.669703411218005,21.995918993943008,63.4,C
Civil,No,Yes,98,90,96,94,80,2.4907491305623752,4.545485902347079,5.363616641697048,91.6,A+
Civil,No,No,92,98,92,98,88,4.841136525566103,6.767580790770773,21.299031487565014,93.6,A+
Mechanical,Yes,No,92,98,96,96,88,6.879630152707303,7.091291120067218,10.751342075785848,94.0,A+
IT,Yes,Yes,86,88,80,87,63,2.182009243592765,4.214539166083323,22.936624765297804,80.8,A
EEE,Yes,No,76,73,74,70,63,7.1209190256667485,6.284372649738058,5.224966432081394,71.2,B
IT,No,No,61,63,61,60,62,3.3697455391591054,4.786403187259561,26.517221264349736,61.4,C
Mechanical,No,No,90,94,91,94,70,3.654600094746603,7.705797694358845,23.03991376878193,87.8,A+
EEE,Yes,No,49,50,51,51,66,2.4606733715811426,5.984119577014177,13.693494557398143,53.4,F
Mechanical,Yes,No,46,31,35,41,40,1.854304934208689,4.314933473053927,22.001534893698903,38.6,F
Mechanical,No,No,31,48,45,40,54,5.596993576069839,5.849343518653788,25.098977902273646,43.6,F
Civil,Yes,No,40,45,56,45,53,5.353182130184531,5.984131559765659,12.467099595353357,47.8,F
Mechanical,Yes,No,67,67,66,67,72,2.799802641029015,6.472171248327022,16.501655973948772,67.8,C
EEE,No,No,74,76,74,73,83,4.133367108658675,7.100763077175623,18.1692226817373,76.0,B
Mechanical,Yes,No,97,95,93,91,89,5.392406002489955,5.542454051462592,28.406678485330477,93.0,A+
Civil,Yes,Yes,38,53,48,54,53,6.296217488056982,7.329957897677794,27.014561078024165,49.2,F
Civil,No,No,58,57,54,56,39,3.5383186610982342,4.5111318182953735,8.036065393209375,52.8,F
Mechanical,Yes,Yes,78,71,75,70,79,5.056754584049868,5.1466423251480915,14.173945795424881,74.6,B
Civil,No,Yes,75,70,75,70,91,7.832494102223331,5.0273262982682345,16.40318022366583,76.2,B
EEE,Yes,Yes,66,66,65,63,62,4.031532718107549,6.811862654178574,9.566576221425342,64.4,C
Civil,Yes,Yes,63,60,67,67,83,4.9589502789756805,4.309943189801966,9.065707407892926,68.0,C
IT,Yes,Yes,46,39,58,32,51,2.003170253929275,5.781621714311339,13.877369159079745,45.2,F
EEE,Yes,No,83,81,81,88,98,7.858624747666567,7.474211323143351,9.349022192405638,86.2,A
Civil,No,Yes,95,90,99,91,86,7.230399178256768,4.337205258445401,25.1797329697797,92.2,A+
Civil,Yes,No,92,98,91,93,81,5.105748042625313,6.257834170090565,14.469315648782233,91.0,A+
EEE,Yes,No,91,94,90,90,64,2.9654065370859906,4.097263865725815,21.136807397679195,85.8,A+
EEE,Yes,Yes,63,63,64,68,88,6.224934629908734,5.61611980131384,21.9587657363755,69.2,C
EEE,Yes,Yes,86,88,83,81,83,5.233876005538068,5.549805183690155,26.586997372820328,84.2,A
Mechanical,No,Yes,31,53,35,57,52,6.689763762682966,6.347677426360344,24.01619848945064,45.6,F
Mechanical,Yes,Yes,95,94,95,99,91,7.238001795886498,6.1108044363452,29.82411990298251,94.8,A+
EEE,Yes,Yes,84,86,84,86,79,3.2102038173882597,6.486074896136194,10.496548909224423,83.8,A
Mechanical,No,Yes,96,94,96,90,76,1.235684247497109,4.858512293035211,15.403035701777307,90.4,A+
EEE,No,No,88,82,81,88,84,4.897870862831687,7.567492520033639,12.179119128263936,84.6,A
Civil,No,Yes,84,81,85,86,77,5.03581492965798,7.933363073656906,11.040031910894076,82.6,A
Civil,Yes,No,97,94,91,94,83,5.249239733806792,5.1039967280901735,12.40683764260206,91.8,A+
IT,No,No,72,78,77,72,96,2.457622660257501,5.001931786999053,25.147646063336033,79.0,B
Civil,Yes,Yes,75,72,72,75,64,1.4502345623550847,5.6094821581654974,5.586475543028861,71.6,B
Civil,Yes,Yes,97,92,94,92,71,2.006700452203696,5.7204115061192,27.593939294378554,89.2,A+
Mechanical,Yes,Yes,95,92,90,93,71,1.639006737502935,5.2772545503616595,28.751549176270125,88.2,A+
IT,Yes,No,51,51,33,30,39,5.8422199882763035,4.260687983588828,29.07963473824725,40.8,F
Civil,Yes,No,97,97,93,93,96,3.052034111827093,7.5853432740844795,5.325048087768401,95.2,A+
Civil,No,Yes,93,92,97,99,92,1.6826002794862822,6.235922536399096,17.52719700655493,94.6,A+
Civil,Yes,No,74,76,72,70,68,1.7856875039411202,5.164893274313105,20.35459309961348,72.0,B
Civil,No,No,97,93,97,96,80,6.51399110869396,6.497701785886912,17.362028282377324,92.6,A+
IT,Yes,No,93,93,92,96,87,1.6887695479937812,6.641210878805353,24.109316555543398,92.2,A+
IT,No,Yes,30,57,54,45,38,6.8039242075387865,6.867105819336905,5.814459559804362,44.8,F
EEE,No,Yes,74,77,76,76,91,7.401112774393459,7.004588975805763,28.334387478549218,78.8,B
IT,No,No,83,87,83,87,97,7.062162334764373,4.688674754210597,26.262791299426667,87.4,A
IT,Yes,Yes,66,67,61,66,75,1.607202908363468,4.468178325507078,22.879796766341226,67.0,C
Mechanical,Yes,No,65,66,63,60,94,6.632701324988909,6.945976834867117,28.133243421864957,69.6,C
IT,Yes,Yes,30,49,54,45,38,3.968365296501446,6.042278998461146,9.539437709574731,43.2,F
EEE,No,Yes,81,82,86,82,84,2.790205910838103,5.309683834933792,9.115512830912621,83.0,A
Civil,Yes,No,95,90,92,94,78,2.578789309480128,5.507656658945487,16.543320340309556,89.8,A+
Mechanical,Yes,Yes,85,80,82,84,85,5.896739803308667,5.227724291924931,6.427358447698593,83.2,A
Civil,Yes,No,63,68,67,62,67,5.068297399124795,7.834790965461593,5.535996665577832,65.4,C
Civil,No,No,83,82,80,86,86,2.0268657981062708,6.761291387602916,28.62560161451422,83.4,A
Mechanical,No,Yes,35,33,33,48,31,1.1537939956175518,7.815077584851308,15.397255330304878,36.0,F
IT,Yes,Yes,80,87,87,86,90,7.853222885541672,5.682946250274467,17.54863512829604,86.0,A
EEE,Yes,Yes,68,64,64,67,85,3.343998656992868,5.857065681143759,28.17937094339972,69.6,C
Mechanical,No,No,78,78,75,70,81,2.1523907259579063,4.594690254784728,16.407697791454332,76.4,B
EEE,No,Yes,60,66,65,60,74,4.90349675340211,6.307043389743697,9.13838231734665,65.0,C
IT,Yes,No,92,95,91,92,64,1.579238940247143,7.506645943703171,18.78969681360175,86.8,A+
Mechanical,No,Yes,61,60,60,63,62,2.207087555052615,7.262837080008292,15.081510530562179,61.2,C
IT,Yes,Yes,97,94,93,91,86,4.958558431260817,6.864716298931809,19.975734119433163,92.2,A+
Mechanical,No,Yes,85,81,83,88,97,5.6400185134426595,7.861794538402485,27.895358704768597,86.8,A
EEE,Yes,No,91,92,92,98,82,1.086167921112529,5.480209338697021,5.685507749316441,91.0,A+
Civil,Yes,No,77,72,76,71,99,3.793765096901982,6.461603018836959,14.131105040384297,79.0,B
EEE,Yes,No,95,93,98,95,79,1.6446667726303166,6.2135160645068295,21.040797720683862,92.0,A+
EEE,Yes,Yes,78,75,73,73,91,1.8933623036642728,7.016925293398195,16.78850316470413,78.0,B
Mechanical,Yes,No,74,78,72,74,64,4.361656994297187,6.494968981998165,25.754574165442346,72.4,B
IT,No,Yes,76,75,75,74,95,7.794676194557094,4.702860983347303,19.927915500387584,79.0,B
Civil,Yes,No,64,60,61,61,69,3.524094836117727,7.489822525005232,26.916987967708152,63.0,C
Mechanical,No,No,90,91,92,90,73,5.434347538783031,5.03155074173281,8.483901851820603,87.2,A+
IT,Yes,Yes,90,90,92,94,71,5.5603934030045155,4.8267374395069815,11.849028183028345,87.4,A+
IT,Yes,Yes,96,92,99,91,89,4.702559938190484,7.756270794051584,24.969580894341636,93.4,A+
Mechanical,Yes,Yes,90,93,93,96,99,2.545618408499474,4.695010382649178,21.39309181404141,94.2,A+
EEE,Yes,Yes,96,98,93,93,65,6.440028411492057,6.23361699894322,15.605550231174407,89.0,A+
Civil,No,No,84,88,81,88,95,6.19604562040863,4.6712583825841145,8.009089405249652,87.2,A
Mechanical,Yes,No,97,96,99,92,76,4.215427655623207,7.368365660074838,24.222943532884937,92.0,A+
Civil,Yes,Yes,34,39,39,50,38,3.8588755149373477,4.446546748683515,16.025870146140512,40.0,F
Mechanical,Yes,Yes,60,67,67,68,97,6.204564065006995,7.540303450171793,19.486874767342712,71.8,C
Civil,No,Yes,99,96,95,95,80,6.556206952663614,6.5864236536914404,9.36933607068443,93.0,A+
IT,Yes,No,97,90,98,98,95,2.324550778495041,7.526548531081401,29.032882204622684,95.6,A+
Civil,No,No,71,71,73,78,66,1.223961221010273,7.7607193389169655,27.301858777340517,71.8,B
EEE,No,No,88,80,83,80,76,2.6006952596922233,7.529980420272546,5.503043046326851,81.4,A
IT,No,Yes,92,91,91,90,83,2.5710840028566246,4.895270459290492,18.42436057233534,89.4,A+
EEE,No,Yes,96,92,92,97,96,7.276271840818145,6.30399367122264,27.93489032713829,94.6,A+
IT,No,No,57,51,41,48,50,5.876995202471198,7.7493582524988,9.136041000471943,49.4,F
Mechanical,No,No,65,61,61,62,60,5.749774709500631,6.330206785538401,18.823518704731303,61.8,C
Civil,Yes,Yes,80,81,88,81,77,1.232875798185509,4.487552330129082,15.396533485198688,81.4,A
IT,Yes,No,47,47,42,51,43,7.9328107420753975,7.516746978609024,6.140068095652156,46.0,F
EEE,Yes,No,72,77,75,74,60,4.517833247054162,7.393670905722044,5.5100402672051585,71.6,B
Civil,Yes,Yes,92,95,99,99,71,4.146036846496164,6.351537484441548,28.714583871285843,91.2,A+
EEE,No,Yes,97,91,99,93,65,5.294311970474234,5.452402946536042,27.429658524115474,89.0,A+
Mechanical,No,No,80,80,85,80,97,7.390247113156027,6.262752688564023,9.566809605991704,84.4,A
IT,Yes,Yes,68,68,63,62,97,5.561052495861764,7.329047082689923,16.482962627465803,71.6,C
Civil,No,No,71,74,70,78,64,7.624650573508596,5.659991033483017,13.173552506367374,71.4,B
IT,Yes,No,61,63,68,68,86,2.8588092936226897,6.287478757486928,27.357572332966203,69.2,C
Mechanical,Yes,No,96,92,97,94,68,6.6199741401860805,4.018528092018411,13.337479292278605,89.4,A+
IT,No,No,44,44,40,31,64,1.6396000839299034,5.730459731488183,10.682560180963094,44.6,F
Civil,No,No,81,85,83,82,93,1.7203356183940044,6.9205207511057,14.681151205086874,84.8,A
IT,Yes,Yes,65,65,63,65,93,1.281947139147715,5.5456622473223245,15.158075796139482,70.2,C
Civil,Yes,Yes,90,97,92,91,60,4.6935341110135,6.137823565028988,17.02719870968965,86.0,A+
Mechanical,No,No,82,82,87,87,87,7.941872513607162,6.16401159571065,29.62114359917735,85.0,A
Mechanical,No,No,95,99,96,97,61,2.034173643343587,4.532467714349913,22.17913763508328,89.6,A+
Civil,Yes,Yes,54,51,48,32,59,5.533979344077156,4.925650488708595,18.961798041817207,48.8,F
Civil,No,No,64,65,63,66,66,7.853723759765913,6.847811952262202,17.33108739833618,64.8,C
Civil,Yes,No,71,72,78,78,80,2.8833656011951407,7.247558574273267,18.336961897657318,75.8,B
Civil,No,Yes,58,53,35,41,58,2.4356562760652696,6.8619367190975575,25.223182680444786,49.0,F
Civil,Yes,Yes,40,32,44,37,49,3.9077540097815886,4.746320157972499,7.560417941943974,40.4,F
Mechanical,No,Yes,48,49,54,40,46,4.090547203024197,6.07273976937244,18.04539253458139,47.4,F
IT,Yes,No,85,82,85,82,70,6.070704491986312,4.758222034147762,27.30594788845266,80.8,A
Mechanical,No,Yes,72,76,76,72,87,2.0068412969321763,4.0369663536220575,25.20392622560532,76.6,B
EEE,No,Yes,92,92,92,95,73,5.946439844273175,5.497921599872068,14.237048350784507,88.8,A+
EEE,No,No,97,98,93,94,89,2.975309522852401,5.046822734943624,11.174469976799996,94.2,A+
Civil,No,Yes,67,67,66,61,97,1.6638130719087094,5.387428043715558,5.914245309073955,71.6,C
EEE,Yes,Yes,93,96,96,93,81,5.565569816818307,7.8021242103448145,20.016276663708897,91.8,A+
EEE,Yes,Yes,76,71,73,74,63,7.995554525348751,6.681414558647196,29.74951537472952,71.4,B
Mechanical,Yes,Yes,98,98,97,90,60,5.188002407877082,5.8387260510445245,6.898335259240552,88.6,A+
IT,Yes,No,53,51,35,46,51,1.4999593976381023,5.869183212100317,9.385282291385277,47.2,F
IT,Yes,Yes,88,82,83,87,84,6.336528495950209,4.575504621559121,5.215475064794507,84.8,A
Mechanical,No,No,97,95,90,90,67,6.742642552142813,5.252647979269129,24.964831809568782,87.8,A+
Civil,Yes,Yes,66,60,62,65,97,3.9357288657787253,4.713099233288164,28.110752294606556,70.0,C
EEE,No,Yes,44,39,37,55,36,6.8285605157684826,7.138493135079952,5.543520195916872,42.2,F
EEE,Yes,No,97,91,98,90,99,1.7154886495763972,7.6750020890429855,24.752115928102167,95.0,A+
Civil,No,No,96,95,92,98,81,2.7517595236110486,4.155338937717692,12.58163786683057,92.4,A+
Mechanical,No,No,64,62,66,68,92,7.708440085416596,5.7400477097499,20.58143774182828,70.4,C
EEE,No,Yes,45,33,58,35,57,7.898783364718273,6.0873321939794,8.517385596518658,45.6,F
EEE,Yes,Yes,84,83,85,85,77,6.003272935107621,4.273801810264067,15.441674895424867,82.8,A
EEE,No,Yes,84,81,85,83,77,5.049947525955481,7.6453672648656354,18.852482009895652,82.0,A
EEE,No,No,48,34,50,43,60,5.434012380782751,4.662254060341416,15.122841736770916,47.0,F
Civil,No,No,62,61,60,63,77,2.8258461396278345,7.47131400865973,21.106035020649546,64.6,C
Civil,Yes,Yes,96,93,97,94,98,1.4065852851773961,7.46470458309974,20.02787529358022,95.6,A+
Civil,Yes,Yes,67,61,62,61,95,3.985869979691478,4.743813781564107,7.776311109452734,69.2,C
IT,Yes,No,74,73,77,71,89,3.3024384474750708,6.033246777106778,5.599386184413292,76.8,B
IT,Yes,Yes,74,75,72,71,75,5.353738368916836,5.581426043445532,24.20516919518727,73.4,B
EEE,No,Yes,65,64,64,62,89,3.1067040089107074,6.995670561914078,24.85406772094024,68.8,C
IT,No,Yes,94,95,99,95,63,6.153730285889417,6.119360092724467,22.680752391111113,89.2,A+
IT,Yes,No,67,65,63,62,60,2.014290615151422,4.7092450140905795,26.56685175829723,63.4,C
Civil,No,Yes,81,81,84,86,92,1.9147084128928367,5.163997558258652,26.723977625522405,84.8,A
IT,Yes,Yes,47,53,35,55,33,3.2985044959311347,5.697507068055513,18.56648205341419,44.6,F
Mechanical,No,No,78,78,75,70,93,6.099296618910144,4.000211307729187,28.848020096168053,78.8,B
EEE,No,Yes,81,86,88,85,78,2.6151421314493764,5.164785819986497,24.306688920937646,83.6,A
Civil,No,No,31,31,39,52,44,5.3500056503365325,6.809258073542999,24.630396878130583,39.4,F
IT,Yes,Yes,63,66,64,65,89,1.6297709520267263,6.253534962664663,7.844061562016295,69.4,C
EEE,No,No,61,60,62,66,70,3.7029271487901285,4.640302635874806,7.442602592264836,63.8,C
Mechanical,Yes,Yes,67,61,68,67,83,2.4337487295309814,5.205699647194233,10.021768392291442,69.2,C
Civil,Yes,No,82,84,81,83,79,1.3734359789222839,5.819057370210644,21.869657554185263,81.8,A
IT,Yes,No,30,38,43,44,58,6.411970710196942,4.399747626274478,27.029730922357725,42.6,F
Mechanical,Yes,No,66,67,60,63,63,2.349613318665215,6.509502017741449,29.485496828446305,63.8,C
EEE,Yes,Yes,64,67,60,63,89,6.923935182687377,6.680806517362505,23.31922087499756,68.6,C
EEE,No,Yes,91,90,96,96,87,5.6124675933710595,4.108383970013934,10.549304048323737,92.0,A+
EEE,Yes,Yes,84,82,86,88,61,7.525868187446806,6.6637886643218565,25.566436712010685,80.2,A
Civil,Yes,Yes,62,61,63,63,88,3.0557348935090536,5.662814313139716,24.673920261976036,67.4,C
EEE,Yes,No,76,77,71,78,82,6.979806430877576,7.126541781772842,7.587823675153276,76.8,B
IT,Yes,Yes,95,90,90,91,94,1.3946284765564898,7.458889505020213,25.32252522825194,92.0,A+
Mechanical,No,Yes,76,73,74,74,90,4.210549286567531,6.7079070092441135,17.431021197016086,77.4,B
IT,Yes,No,66,67,64,66,78,6.113487022706428,4.9100598522985806,7.547266150084898,68.2,C
Civil,No,No,96,91,98,98,95,6.879747861975278,7.330721877388173,5.275790356561645,95.6,A+
Mechanical,Yes,No,92,90,97,94,75,3.78316078573956,5.096860809394681,29.599441198995706,89.6,A+
Civil,Yes,No,73,77,70,74,89,1.07484393079451,5.756842043727499,26.08155107054411,76.6,B
IT,Yes,No,94,91,96,92,79,3.024312124071649,5.239227501289876,11.24892365994053,90.4,A+
Civil,No,No,62,68,64,61,79,1.939668933656205,4.2966905211396895,29.804292861210236,66.8,C
Mechanical,No,No,70,71,70,72,64,7.067348016039407,6.076906976758111,29.83065168201373,69.4,B
Civil,No,Yes,46,39,53,46,49,4.138913455783387,6.627616423839026,23.61722554094451,46.6,F
IT,No,No,68,66,60,67,74,1.01310920743418,5.402597131816075,11.036605704980403,67.0,C
Civil,No,Yes,32,49,48,47,49,6.604365594889708,7.888626038139,10.368984999061801,45.0,F
IT,Yes,Yes,66,63,65,68,73,5.4367078436096135,6.276267992968359,14.564720591773002,67.0,C
Civil,Yes,No,92,92,90,94,98,7.041723981129155,6.493192507310232,13.27245062131623,93.2,A+
IT,No,No,86,82,82,80,94,5.769471092689441,7.76073276500833,6.169646124294212,84.8,A
Civil,Yes,Yes,82,85,84,83,91,7.221225617696691,4.246698334483829,16.251604260393954,85.0,A
EEE,Yes,No,95,90,94,92,92,1.7444060837904223,5.259678354451871,5.095428353108678,92.6,A+
Civil,No,No,76,75,74,76,86,3.9812520852567728,7.942096533020872,18.85145958650527,77.4,B
IT,No,No,99,91,90,98,87,6.409667013032362,6.1936766519742505,6.661583144406803,93.0,A+
Mechanical,No,No,75,78,78,70,76,7.781715090383637,7.967571429278568,24.744044343365864,75.4,B
Mechanical,No,No,76,70,78,71,95,5.62509175176406,7.802425486319491,23.24196034118103,78.0,B
EEE,Yes,No,40,55,32,56,31,5.658894721521211,6.589281893681729,11.159283328690682,42.8,F
Civil,Yes,Yes,63,68,68,65,78,1.4191223870496996,7.846667088729985,18.723793533945678,68.4,C
Civil,Yes,Yes,86,80,81,88,77,3.9400285185698345,4.038747530963871,26.44887727287643,82.4,A
IT,No,Yes,67,65,65,60,80,1.6018161469544812,7.3733294195677495,22.950155252691196,67.4,C
Civil,No,Yes,44,34,49,49,34,3.2219129360146965,4.622049456316147,6.84571605484706,42.0,F
Mechanical,Yes,Yes,76,70,73,76,75,7.483457220804786,4.353750349342009,28.859234055705898,74.0,B
IT,Yes,No,78,72,76,75,83,2.229200977959622,4.258143535378705,19.44153591799159,76.8,B
Civil,Yes,No,80,84,85,86,68,6.7007074548813295,5.12133901020565,8.304491443846793,80.6,A
IT,Yes,No,85,85,87,83,73,7.996275259418061,6.489503725892696,15.774696816429763,82.6,A
Mechanical,Yes,No,38,58,30,47,49,7.143188612129933,5.744196882487564,11.844949785047804,44.4,F
IT,No,No,71,70,70,75,64,7.9830781506218065,7.547768443531469,25.26091464039063,70.0,B
IT,Yes,No,88,87,80,81,72,5.075013619703194,5.427081961397005,9.106761236398201,81.6,A
Civil,Yes,Yes,87,83,86,81,73,7.7299163374943465,6.716650273278251,20.784399441084418,82.0,A
Civil,Yes,Yes,60,62,64,66,68,3.6738842878321236,6.1743758738606775,16.69963415259855,64.0,C
Mechanical,No,Yes,80,86,87,81,68,6.082429282437321,7.6710906099777585,27.70868025607524,80.4,A
IT,Yes,Yes,68,63,67,65,60,1.0637696071754115,7.104088713760978,21.264624666153086,64.6,C
EEE,No,Yes,63,66,66,65,69,3.9719286674458996,7.349309735298071,26.940971789694377,65.8,C
IT,Yes,Yes,70,74,78,71,67,5.576809746793744,6.724837031286196,23.803872306441647,72.0,B
Civil,No,No,72,75,74,73,85,3.154069325550597,4.446375699066669,25.99411810096507,75.8,B
Civil,No,Yes,90,96,92,95,60,2.123238299898585,4.281967782572579,9.641167622531075,86.6,A+
Mechanical,Yes,No,81,84,85,84,90,2.1461027051541968,5.197692499212426,7.503874937669173,84.8,A
Civil,Yes,Yes,60,60,64,65,96,4.5773686745620354,6.808853473633299,16.921070097886492,69.0,C
Mechanical,Yes,Yes,98,94,91,99,79,4.637929840261389,4.296168871649392,20.137066730360118,92.2,A+
Civil,Yes,Yes,75,70,74,76,88,1.7728664837370838,5.678054837350068,12.912544481565508,76.6,B
IT,Yes,No,80,84,87,81,72,7.429650713101848,7.61645464191802,8.91323033539353,80.8,A
EEE,Yes,No,87,86,80,81,79,7.220194963060067,5.316295117842912,12.864690835351663,82.6,A
IT,No,Yes,76,75,71,72,60,1.9676246074973602,5.596161808193216,29.49786081955951,70.8,B
EEE,Yes,Yes,75,75,75,70,81,2.2986818268040343,6.606719179513708,22.81503518245983,75.2,B
EEE,Yes,Yes,68,61,60,66,97,7.660340769968155,6.549119240492351,24.692547067473694,70.4,C
Civil,Yes,No,62,67,63,66,71,4.387935252327779,6.807449707296863,10.679781329555404,65.8,C
EEE,Yes,Yes,60,61,67,66,69,5.611842902511867,5.461624523606227,16.760806191581032,64.6,C
EEE,No,No,67,60,63,68,73,5.793981354252411,7.729783822740059,8.669922434426226,66.2,C
Mechanical,Yes,No,46,48,52,37,36,6.806662158505283,7.346080777790315,25.362699203263286,43.8,F
IT,No,No,66,62,62,61,84,5.730227322430239,7.84100930080575,11.341736478042412,67.0,C
IT,Yes,Yes,56,49,51,34,48,4.865874267151875,6.849450653771276,17.113462028141168,47.6,F
IT,Yes,Yes,55,38,46,31,45,6.382074337443811,6.875116722338862,6.14584210871779,43.0,F
IT,No,Yes,68,67,60,68,77,5.520317000714814,7.384013693589587,16.804945965454383,68.0,C
IT,No,Yes,72,77,77,74,85,4.243737061632523,6.397722168110487,9.281835266655989,77.0,B
Civil,Yes,No,95,94,95,95,63,2.99566618085693,4.693494381179019,27.41913561566063,88.4,A+
EEE,Yes,No,70,75,75,76,74,2.9548569462869283,5.471940308747147,6.940797131244878,74.0,B
Civil,No,Yes,76,75,73,76,69,3.9113955800825666,6.881333476663972,27.957125884498943,73.8,B
IT,Yes,No,67,64,67,67,77,4.184722221751077,5.424714137313684,28.677188674388887,68.4,C
Mechanical,No,No,88,87,84,85,71,2.7415794462720355,7.6408666198665784,8.860393938480325,83.0,A
Civil,No,No,62,64,67,60,77,1.363954019879102,5.201452894284454,18.178098044442436,66.0,C
IT,Yes,Yes,94,95,95,92,75,2.9667423271456124,7.801645936306235,27.25659459727291,90.2,A+
Mechanical,No,Yes,98,93,94,91,70,2.9107156239942045,5.906707313321474,6.1094165883309195,89.2,A+
Mechanical,Yes,No,71,77,75,77,97,2.821479575550275,4.70817317811359,5.713000620966206,79.4,B
IT,No,Yes,71,78,70,78,76,1.1365185332736416,7.222819169924814,7.704234688768983,74.6,B
IT,Yes,No,44,34,37,43,65,7.452975716501368,4.691726058557782,19.32216502949766,44.6,F
Mechanical,No,No,73,78,72,71,84,7.401683076614392,4.45221187133804,23.93562758433312,75.6,B
EEE,No,No,60,64,61,68,66,1.488299086184071,5.653893056487874,16.54445389451225,63.8,C
IT,No,Yes,86,88,84,86,75,5.235626629783769,4.881950557658997,20.64126973568191,83.8,A
